id,age_band,region,role,device,network,digital_literacy,intent,accessibility_need,journey_completion,sentiment,primary_issue_code,primary_issue,resolution_status,evidence_level,evidence_ref,requested_feature_code,requested_feature,score_visual,score_clarity,score_navigation,score_planning,score_trust,score_mobile,score_accessibility,recommend_0_10,positive_note,criticism,comment
U05726,35-44,Da Nang_Quang Nam,family_trip_planner,mobile,4g_good,average,map_directions,none,partial,mixed,TRIP_INFO_GAPS,"Chờ dữ liệu chính thức về quãng đường, chi phí hoặc lịch nhận khách",blocked_external,blocked_by_official_source,"evidence-deployed-latest.json#pageFacts.headings,anchors",verified_route_distance,quãng đường đã được địa phương đo và xác nhận,4.8,3.4,4,3.6,4.3,3.5,4.6,7,"Thông tin liên hệ cuối trang cụ thể, có điện thoại và email.","Trang không tự ước tính dữ liệu chưa chắc chắn, nhưng tôi mong lần cập nhật sau bổ sung quãng đường đã kiểm chứng.","Tôi cần bản đồ và đường đi cụ thể ở màn hình nhỏ qua 4G ổn định. Tôi phải cân nhắc an toàn và sức của cả gia đình và có thể xuất phát từ khu vực Đà Nẵng–Quảng Nam. Thông tin liên hệ cuối trang cụ thể, có điện thoại và email. Trang không tự ước tính dữ liệu chưa chắc chắn, nhưng tôi mong lần cập nhật sau bổ sung quãng đường đã kiểm chứng. Đề xuất quãng đường đã được địa phương đo và xác nhận chỉ nên triển khai khi có nguồn chính thức và đơn vị chịu trách nhiệm."
U05727,45-54,Central Vietnam,retired_traveler,mobile,4g_good,advanced,inspiration,none,completed,positive,TRIP_INFO_GAPS,"Chờ dữ liệu chính thức về quãng đường, chi phí hoặc lịch nhận khách",blocked_external,blocked_by_official_source,"evidence-deployed-latest.json#pageFacts.headings,anchors",booking_availability,lịch nhận khách và nút đặt/chuyển đầu mối,4,3.6,4.5,3.5,3.9,4,4.8,10,Bản đồ có nhiều điểm và phần liên hệ cơ quan giúp trang đáng tin hơn.,"Trang không tự ước tính dữ liệu chưa chắc chắn, nhưng tôi mong lần cập nhật sau bổ sung quãng đường đã kiểm chứng.","Tôi chủ yếu tìm cảm hứng cho một điểm đến mới bằng điện thoại qua 4G ổn định. Tôi cần chữ dễ đọc và nhịp tham quan không quá gấp và dự tính di chuyển từ miền Trung. Bản đồ có nhiều điểm và phần liên hệ cơ quan giúp trang đáng tin hơn. Trang không tự ước tính dữ liệu chưa chắc chắn, nhưng tôi mong lần cập nhật sau bổ sung quãng đường đã kiểm chứng. Đề xuất lịch nhận khách và nút đặt/chuyển đầu mối chỉ nên triển khai khi có nguồn chính thức và đơn vị chịu trách nhiệm."
U05728,65+,Ho Chi Minh_South,student,mobile,wifi,average,ginseng_products,none,completed,mixed,SATISFIED_NO_CHANGE,"Hài lòng, không yêu cầu chỉnh sửa",satisfied,preference,evidence-deployed-latest.json#featureChecks,no_change,giữ nguyên trải nghiệm hiện tại,4.9,4.9,3.9,4.5,4.9,4.7,4,7,Ảnh mở đầu và bảng màu xanh tạo cảm giác Trà Linh rất riêng.,"Nguồn, trạng thái xác minh và kênh liên hệ đã rõ hơn; tôi sẽ dùng website như điểm bắt đầu trước khi liên hệ địa phương.","Tôi muốn tìm hiểu sâm Ngọc Linh và sản vật trên điện thoại qua Wi‑Fi. Tôi ưu tiên thông tin ngắn gọn và chi phí vừa túi tiền và cần tính thêm chặng dài từ phía Nam. Ảnh mở đầu và bảng màu xanh tạo cảm giác Trà Linh rất riêng. Nguồn, trạng thái xác minh và kênh liên hệ đã rõ hơn; tôi sẽ dùng website như điểm bắt đầu trước khi liên hệ địa phương. Hiện tại tôi không yêu cầu chỉnh sửa."
U05729,25-34,Da Nang_Quang Nam,family_trip_planner,desktop,wifi,advanced,trip_planning,none,completed,negative,TRIP_INFO_GAPS,"Chờ dữ liệu chính thức về quãng đường, chi phí hoặc lịch nhận khách",blocked_external,blocked_by_official_source,"evidence-deployed-latest.json#pageFacts.headings,anchors",booking_availability,lịch nhận khách và nút đặt/chuyển đầu mối,4.1,4.1,3.6,3.5,4.4,4.6,4.6,5,"Thiết kế có chất tạp chí, khác với nhiều trang giới thiệu địa phương thông thường.","Trang không tự ước tính dữ liệu chưa chắc chắn, nhưng tôi mong lần cập nhật sau bổ sung quãng đường đã kiểm chứng.","Tôi vào trang để lên kế hoạch chuyến đi thật trên laptop qua Wi‑Fi. Tôi phải cân nhắc an toàn và sức của cả gia đình và có thể xuất phát từ khu vực Đà Nẵng–Quảng Nam. Thiết kế có chất tạp chí, khác với nhiều trang giới thiệu địa phương thông thường. Trang không tự ước tính dữ liệu chưa chắc chắn, nhưng tôi mong lần cập nhật sau bổ sung quãng đường đã kiểm chứng. Đề xuất lịch nhận khách và nút đặt/chuyển đầu mối chỉ nên triển khai khi có nguồn chính thức và đơn vị chịu trách nhiệm."
U05730,45-54,Other Vietnam,retired_traveler,desktop,4g_good,advanced,inspiration,none,completed,positive,SATISFIED_NO_CHANGE,"Hài lòng, không yêu cầu chỉnh sửa",satisfied,preference,evidence-deployed-latest.json#featureChecks,no_change,giữ nguyên trải nghiệm hiện tại,4.9,4.1,4.7,4.3,4.9,5,5,9,Bản đồ có nhiều điểm và phần liên hệ cơ quan giúp trang đáng tin hơn.,"Tôi có thể xem hành trình, lưu nội dung, chia sẻ và dùng cẩm nang khi cần; trải nghiệm hiện tại đã đủ dùng.","Tôi chủ yếu tìm cảm hứng cho một điểm đến mới ở màn hình desktop qua 4G ổn định. Tôi cần chữ dễ đọc và nhịp tham quan không quá gấp và chưa quen đường đến Trà Linh. Bản đồ có nhiều điểm và phần liên hệ cơ quan giúp trang đáng tin hơn. Tôi có thể xem hành trình, lưu nội dung, chia sẻ và dùng cẩm nang khi cần; trải nghiệm hiện tại đã đủ dùng. Hiện tại tôi không yêu cầu chỉnh sửa."
U05731,45-54,Ha Noi_North,content_creator,mobile,4g_weak,advanced,accessibility,none,completed,positive,SATISFIED_NO_CHANGE,"Hài lòng, không yêu cầu chỉnh sửa",satisfied,preference,evidence-deployed-latest.json#featureChecks,no_change,giữ nguyên trải nghiệm hiện tại,5,4.4,4.8,4.1,4.4,4.2,4.1,10,"Câu chuyện về rừng, người Xơ Đăng và vùng sâm được kết nối khá mạch lạc.","Các tác vụ chính đã rõ, tôi không thấy điểm nào cần sửa thêm ở thời điểm này.","Tôi kiểm tra trang với nhu cầu hỗ trợ tiếp cận trên điện thoại với 4G yếu. Tôi chú ý câu chuyện, hình ảnh và khả năng chia sẻ và cần tính thêm chặng dài từ phía Bắc. Câu chuyện về rừng, người Xơ Đăng và vùng sâm được kết nối khá mạch lạc. Các tác vụ chính đã rõ, tôi không thấy điểm nào cần sửa thêm ở thời điểm này. Hiện tại tôi không yêu cầu chỉnh sửa."
U05732,25-34,Ho Chi Minh_South,content_creator,desktop,4g_good,average,accessibility,none,partial,mixed,SATISFIED_NO_CHANGE,"Hài lòng, không yêu cầu chỉnh sửa",satisfied,preference,evidence-deployed-latest.json#featureChecks,no_change,giữ nguyên trải nghiệm hiện tại,4.4,4.3,5,3.5,3.9,4.6,4.7,6,Ảnh mở đầu và bảng màu xanh tạo cảm giác Trà Linh rất riêng.,"Các tác vụ chính đã rõ, tôi không thấy điểm nào cần sửa thêm ở thời điểm này.","Tôi kiểm tra trang với nhu cầu hỗ trợ tiếp cận trên laptop qua 4G ổn định. Tôi chú ý câu chuyện, hình ảnh và khả năng chia sẻ và cần tính thêm chặng dài từ phía Nam. Ảnh mở đầu và bảng màu xanh tạo cảm giác Trà Linh rất riêng. Các tác vụ chính đã rõ, tôi không thấy điểm nào cần sửa thêm ở thời điểm này. Hiện tại tôi không yêu cầu chỉnh sửa."
U05733,25-34,Da Nang_Quang Nam,small_business,tablet,3g,average,trip_planning,none,completed,positive,SATISFIED_NO_CHANGE,"Hài lòng, không yêu cầu chỉnh sửa",satisfied,preference,evidence-deployed-latest.json#featureChecks,no_change,giữ nguyên trải nghiệm hiện tại,4.7,4.7,5,3.8,4,4.4,4.5,8,Ảnh mở đầu và bảng màu xanh tạo cảm giác Trà Linh rất riêng.,"Nguồn, trạng thái xác minh và kênh liên hệ đã rõ hơn; tôi sẽ dùng website như điểm bắt đầu trước khi liên hệ địa phương.","Tôi vào trang để lên kế hoạch chuyến đi thật ở màn hình tablet với mạng 3G. Tôi để ý đầu mối liên hệ và cơ hội kết nối địa phương và có thể xuất phát từ khu vực Đà Nẵng–Quảng Nam. Ảnh mở đầu và bảng màu xanh tạo cảm giác Trà Linh rất riêng. Nguồn, trạng thái xác minh và kênh liên hệ đã rõ hơn; tôi sẽ dùng website như điểm bắt đầu trước khi liên hệ địa phương. Hiện tại tôi không yêu cầu chỉnh sửa."
U05734,25-34,Da Nang_Quang Nam,trekker,mobile,4g_good,advanced,map_directions,none,completed,mixed,SATISFIED_NO_CHANGE,"Hài lòng, không yêu cầu chỉnh sửa",satisfied,preference,evidence-deployed-latest.json#featureChecks,no_change,giữ nguyên trải nghiệm hiện tại,5,4.4,4.4,4.5,4.7,4.5,4.4,6,"Thông tin liên hệ cuối trang cụ thể, có điện thoại và email.","Tôi có thể xem hành trình, lưu nội dung, chia sẻ và dùng cẩm nang khi cần; trải nghiệm hiện tại đã đủ dùng.","Tôi cần bản đồ và đường đi cụ thể ở màn hình nhỏ qua 4G ổn định. Tôi quen kiểm tra độ khó, quãng đường và rủi ro trước khi đi và có thể xuất phát từ khu vực Đà Nẵng–Quảng Nam. Thông tin liên hệ cuối trang cụ thể, có điện thoại và email. Tôi có thể xem hành trình, lưu nội dung, chia sẻ và dùng cẩm nang khi cần; trải nghiệm hiện tại đã đủ dùng. Hiện tại tôi không yêu cầu chỉnh sửa."
U05735,18-24,International,tourism_professional,desktop,4g_weak,average,trip_planning,none,partial,positive,SATISFIED_NO_CHANGE,"Hài lòng, không yêu cầu chỉnh sửa",satisfied,preference,evidence-deployed-latest.json#featureChecks,no_change,giữ nguyên trải nghiệm hiện tại,4.3,4.2,4,4.3,4.8,4.4,4,10,Ảnh mở đầu và bảng màu xanh tạo cảm giác Trà Linh rất riêng.,"Nguồn, trạng thái xác minh và kênh liên hệ đã rõ hơn; tôi sẽ dùng website như điểm bắt đầu trước khi liên hệ địa phương.","Tôi vào trang để lên kế hoạch chuyến đi thật trên laptop với 4G yếu. Tôi xem cả trải nghiệm khách lẫn tính chính xác vận hành và không thể dựa hoàn toàn vào nội dung tiếng Việt. Ảnh mở đầu và bảng màu xanh tạo cảm giác Trà Linh rất riêng. Nguồn, trạng thái xác minh và kênh liên hệ đã rõ hơn; tôi sẽ dùng website như điểm bắt đầu trước khi liên hệ địa phương. Hiện tại tôi không yêu cầu chỉnh sửa."
U05736,35-44,Overseas Vietnamese,general_traveler,desktop,wifi,advanced,inspiration,none,completed,positive,SATISFIED_NO_CHANGE,"Hài lòng, không yêu cầu chỉnh sửa",satisfied,preference,evidence-deployed-latest.json#featureChecks,no_change,giữ nguyên trải nghiệm hiện tại,4.8,4.7,4.9,4.3,4.9,4.9,4.7,10,Ảnh mở đầu và bảng màu xanh tạo cảm giác Trà Linh rất riêng.,"Các tác vụ chính đã rõ, tôi không thấy điểm nào cần sửa thêm ở thời điểm này.","Tôi chủ yếu tìm cảm hứng cho một điểm đến mới trên laptop qua Wi‑Fi. Tôi muốn hiểu nhanh nơi này có phù hợp với mình hay không và muốn chia sẻ thông tin rõ ràng cho người thân ở nước ngoài. Ảnh mở đầu và bảng màu xanh tạo cảm giác Trà Linh rất riêng. Các tác vụ chính đã rõ, tôi không thấy điểm nào cần sửa thêm ở thời điểm này. Hiện tại tôi không yêu cầu chỉnh sửa."
U05737,35-44,Ho Chi Minh_South,trekker,desktop,4g_good,basic,local_official,none,completed,mixed,OFFICIAL_EVENTS_REQUEST,Chờ nguồn chính thức cho lịch sự kiện và cảnh báo chủ động,blocked_external,blocked_by_official_source,evidence-deployed-latest.json#featureChecks,official_events_feed,nguồn lịch sự kiện chính thức có lịch cập nhật,4.1,3.8,3.7,4,3.7,4.1,4.5,7,Phần hero tạo ấn tượng mạnh và cho tôi biết ngay chủ đề chính.,"Nếu địa phương công bố lịch sự kiện và đầu mối cập nhật ổn định, tôi muốn website bổ sung sau; hiện tại không nên tự suy đoán.","Tôi xem trang như một kênh thông tin địa phương bằng máy tính qua 4G ổn định. Tôi quen kiểm tra độ khó, quãng đường và rủi ro trước khi đi và cần tính thêm chặng dài từ phía Nam. Phần hero tạo ấn tượng mạnh và cho tôi biết ngay chủ đề chính. Nếu địa phương công bố lịch sự kiện và đầu mối cập nhật ổn định, tôi muốn website bổ sung sau; hiện tại không nên tự suy đoán. Đề xuất nguồn lịch sự kiện chính thức có lịch cập nhật chỉ nên triển khai khi có nguồn chính thức và đơn vị chịu trách nhiệm."
U05738,25-34,Da Nang_Quang Nam,trekker,mobile,4g_good,average,map_directions,none,completed,positive,SATISFIED_NO_CHANGE,"Hài lòng, không yêu cầu chỉnh sửa",satisfied,preference,evidence-deployed-latest.json#featureChecks,no_change,giữ nguyên trải nghiệm hiện tại,4.5,3.9,5,4,4.9,4,4.9,10,"Thiết kế có chất tạp chí, khác với nhiều trang giới thiệu địa phương thông thường.","Các tác vụ chính đã rõ, tôi không thấy điểm nào cần sửa thêm ở thời điểm này.","Tôi cần bản đồ và đường đi cụ thể ở màn hình nhỏ qua 4G ổn định. Tôi quen kiểm tra độ khó, quãng đường và rủi ro trước khi đi và có thể xuất phát từ khu vực Đà Nẵng–Quảng Nam. Thiết kế có chất tạp chí, khác với nhiều trang giới thiệu địa phương thông thường. Các tác vụ chính đã rõ, tôi không thấy điểm nào cần sửa thêm ở thời điểm này. Hiện tại tôi không yêu cầu chỉnh sửa."
U05739,35-44,Ha Noi_North,family_trip_planner,mobile,4g_weak,average,inspiration,none,completed,positive,SATISFIED_NO_CHANGE,"Hài lòng, không yêu cầu chỉnh sửa",satisfied,preference,evidence-deployed-latest.json#featureChecks,no_change,giữ nguyên trải nghiệm hiện tại,5,4.1,4.5,4.2,4.3,4,4.7,10,Trang không bị tràn ngang trên điện thoại và chữ chính nhìn rõ.,"Tôi có thể xem hành trình, lưu nội dung, chia sẻ và dùng cẩm nang khi cần; trải nghiệm hiện tại đã đủ dùng.","Tôi chủ yếu tìm cảm hứng cho một điểm đến mới bằng điện thoại với 4G yếu. Tôi phải cân nhắc an toàn và sức của cả gia đình và cần tính thêm chặng dài từ phía Bắc. Trang không bị tràn ngang trên điện thoại và chữ chính nhìn rõ. Tôi có thể xem hành trình, lưu nội dung, chia sẻ và dùng cẩm nang khi cần; trải nghiệm hiện tại đã đủ dùng. Hiện tại tôi không yêu cầu chỉnh sửa."
U05740,35-44,Ho Chi Minh_South,office_worker,mobile,4g_weak,average,xo_dang_culture,none,completed,positive,TRIP_INFO_GAPS,"Chờ dữ liệu chính thức về quãng đường, chi phí hoặc lịch nhận khách",blocked_external,blocked_by_official_source,"evidence-deployed-latest.json#pageFacts.headings,anchors",booking_availability,lịch nhận khách và nút đặt/chuyển đầu mối,4.9,4.1,4.3,3.9,4.6,4,4,8,Ảnh mở đầu và bảng màu xanh tạo cảm giác Trà Linh rất riêng.,"Tôi đã có mùa phù hợp, cách tiếp cận và đầu mối liên hệ; phần còn thiếu là chi phí chính thức nếu sau này có nguồn.","Tôi muốn hiểu văn hóa Xơ Đăng một cách tôn trọng ở màn hình nhỏ với 4G yếu. Tôi thường so sánh kỹ trước khi xin nghỉ phép và cần tính thêm chặng dài từ phía Nam. Ảnh mở đầu và bảng màu xanh tạo cảm giác Trà Linh rất riêng. Tôi đã có mùa phù hợp, cách tiếp cận và đầu mối liên hệ; phần còn thiếu là chi phí chính thức nếu sau này có nguồn. Đề xuất lịch nhận khách và nút đặt/chuyển đầu mối chỉ nên triển khai khi có nguồn chính thức và đơn vị chịu trách nhiệm."
U05741,35-44,Ha Noi_North,office_worker,mobile,4g_weak,basic,international,none,partial,mixed,SATISFIED_NO_CHANGE,"Hài lòng, không yêu cầu chỉnh sửa",satisfied,preference,evidence-deployed-latest.json#featureChecks,no_change,giữ nguyên trải nghiệm hiện tại,5,3.8,4.5,3.9,4,4.9,4.9,7,"CTA trên mobile dễ chạm, đặc biệt là gọi điện và chỉ đường.","Tôi có thể xem hành trình, lưu nội dung, chia sẻ và dùng cẩm nang khi cần; trải nghiệm hiện tại đã đủ dùng.","Tôi xem với góc nhìn của khách không nói tiếng Việt trên điện thoại với 4G yếu. Tôi thường so sánh kỹ trước khi xin nghỉ phép và cần tính thêm chặng dài từ phía Bắc. CTA trên mobile dễ chạm, đặc biệt là gọi điện và chỉ đường. Tôi có thể xem hành trình, lưu nội dung, chia sẻ và dùng cẩm nang khi cần; trải nghiệm hiện tại đã đủ dùng. Hiện tại tôi không yêu cầu chỉnh sửa."
U05742,65+,Da Nang_Quang Nam,student,mobile,4g_good,advanced,map_directions,none,completed,positive,SATISFIED_NO_CHANGE,"Hài lòng, không yêu cầu chỉnh sửa",satisfied,preference,evidence-deployed-latest.json#featureChecks,no_change,giữ nguyên trải nghiệm hiện tại,5,4.8,4.4,4.3,4.5,4.4,4.6,10,Phần hero tạo ấn tượng mạnh và cho tôi biết ngay chủ đề chính.,"Nguồn, trạng thái xác minh và kênh liên hệ đã rõ hơn; tôi sẽ dùng website như điểm bắt đầu trước khi liên hệ địa phương.","Tôi cần bản đồ và đường đi cụ thể bằng điện thoại qua 4G ổn định. Tôi ưu tiên thông tin ngắn gọn và chi phí vừa túi tiền và có thể xuất phát từ khu vực Đà Nẵng–Quảng Nam. Phần hero tạo ấn tượng mạnh và cho tôi biết ngay chủ đề chính. Nguồn, trạng thái xác minh và kênh liên hệ đã rõ hơn; tôi sẽ dùng website như điểm bắt đầu trước khi liên hệ địa phương. Hiện tại tôi không yêu cầu chỉnh sửa."
U05743,55-64,International,general_traveler,desktop,4g_good,basic,local_official,none,completed,positive,SATISFIED_NO_CHANGE,"Hài lòng, không yêu cầu chỉnh sửa",satisfied,preference,evidence-deployed-latest.json#featureChecks,no_change,giữ nguyên trải nghiệm hiện tại,4.9,4.5,4.1,4.5,3.9,4.9,4.7,10,"Câu chuyện về rừng, người Xơ Đăng và vùng sâm được kết nối khá mạch lạc.","Trang vẫn giàu hình ảnh nhưng đã có lối tắt, danh sách rút gọn và chế độ tiết kiệm dữ liệu nên tôi không đề xuất thay đổi thêm.","Tôi xem trang như một kênh thông tin địa phương bằng máy tính qua 4G ổn định. Tôi muốn hiểu nhanh nơi này có phù hợp với mình hay không và không thể dựa hoàn toàn vào nội dung tiếng Việt. Câu chuyện về rừng, người Xơ Đăng và vùng sâm được kết nối khá mạch lạc. Trang vẫn giàu hình ảnh nhưng đã có lối tắt, danh sách rút gọn và chế độ tiết kiệm dữ liệu nên tôi không đề xuất thay đổi thêm. Hiện tại tôi không yêu cầu chỉnh sửa."
U05744,55-64,Ha Noi_North,general_traveler,tablet,wifi,average,international,none,partial,mixed,SATISFIED_NO_CHANGE,"Hài lòng, không yêu cầu chỉnh sửa",satisfied,preference,evidence-deployed-latest.json#featureChecks,no_change,giữ nguyên trải nghiệm hiện tại,4.3,4.8,4,3.6,3.9,4.8,4,7,Bản đồ có nhiều điểm và phần liên hệ cơ quan giúp trang đáng tin hơn.,"Nguồn, trạng thái xác minh và kênh liên hệ đã rõ hơn; tôi sẽ dùng website như điểm bắt đầu trước khi liên hệ địa phương.","Tôi xem với góc nhìn của khách không nói tiếng Việt ở màn hình tablet qua Wi‑Fi. Tôi muốn hiểu nhanh nơi này có phù hợp với mình hay không và cần tính thêm chặng dài từ phía Bắc. Bản đồ có nhiều điểm và phần liên hệ cơ quan giúp trang đáng tin hơn. Nguồn, trạng thái xác minh và kênh liên hệ đã rõ hơn; tôi sẽ dùng website như điểm bắt đầu trước khi liên hệ địa phương. Hiện tại tôi không yêu cầu chỉnh sửa."
U05745,25-34,Ho Chi Minh_South,student,mobile,wifi,average,trekking,none,completed,positive,SATISFIED_NO_CHANGE,"Hài lòng, không yêu cầu chỉnh sửa",satisfied,preference,evidence-deployed-latest.json#featureChecks,no_change,giữ nguyên trải nghiệm hiện tại,4.3,4.8,4.5,4.3,4.4,4.5,4.1,8,"Câu chuyện về rừng, người Xơ Đăng và vùng sâm được kết nối khá mạch lạc.","Trang vẫn giàu hình ảnh nhưng đã có lối tắt, danh sách rút gọn và chế độ tiết kiệm dữ liệu nên tôi không đề xuất thay đổi thêm.","Tôi quan tâm trekking và an toàn đường rừng bằng điện thoại qua Wi‑Fi. Tôi ưu tiên thông tin ngắn gọn và chi phí vừa túi tiền và cần tính thêm chặng dài từ phía Nam. Câu chuyện về rừng, người Xơ Đăng và vùng sâm được kết nối khá mạch lạc. Trang vẫn giàu hình ảnh nhưng đã có lối tắt, danh sách rút gọn và chế độ tiết kiệm dữ liệu nên tôi không đề xuất thay đổi thêm. Hiện tại tôi không yêu cầu chỉnh sửa."
U05746,18-24,Ho Chi Minh_South,teacher_public_sector,mobile,4g_good,advanced,ginseng_products,none,partial,positive,TRIP_INFO_GAPS,"Chờ dữ liệu chính thức về quãng đường, chi phí hoặc lịch nhận khách",blocked_external,blocked_by_official_source,"evidence-deployed-latest.json#pageFacts.headings,anchors",official_costs,chi phí chính thức từ đơn vị cung cấp dịch vụ,4.1,4,4.1,4.1,4.4,4,4.2,8,Bản đồ có nhiều điểm và phần liên hệ cơ quan giúp trang đáng tin hơn.,"Khối thông tin chuyến đi đã rõ thời lượng, độ khó và từng chặng; tôi vẫn muốn quãng đường khi địa phương xác minh xong.","Tôi muốn tìm hiểu sâm Ngọc Linh và sản vật ở màn hình nhỏ qua 4G ổn định. Tôi quan tâm nguồn, tính chính thống và giá trị giáo dục và cần tính thêm chặng dài từ phía Nam. Bản đồ có nhiều điểm và phần liên hệ cơ quan giúp trang đáng tin hơn. Khối thông tin chuyến đi đã rõ thời lượng, độ khó và từng chặng; tôi vẫn muốn quãng đường khi địa phương xác minh xong. Đề xuất chi phí chính thức từ đơn vị cung cấp dịch vụ chỉ nên triển khai khi có nguồn chính thức và đơn vị chịu trách nhiệm."
U05747,35-44,Da Nang_Quang Nam,office_worker,mobile,wifi,basic,local_official,none,abandoned,positive,SATISFIED_NO_CHANGE,"Hài lòng, không yêu cầu chỉnh sửa",satisfied,preference,evidence-deployed-latest.json#featureChecks,no_change,giữ nguyên trải nghiệm hiện tại,5,3.8,4.7,4.4,4.4,4,4.3,10,"Câu chuyện về rừng, người Xơ Đăng và vùng sâm được kết nối khá mạch lạc.","Tôi có thể xem hành trình, lưu nội dung, chia sẻ và dùng cẩm nang khi cần; trải nghiệm hiện tại đã đủ dùng.","Tôi xem trang như một kênh thông tin địa phương trên điện thoại qua Wi‑Fi. Tôi thường so sánh kỹ trước khi xin nghỉ phép và có thể xuất phát từ khu vực Đà Nẵng–Quảng Nam. Câu chuyện về rừng, người Xơ Đăng và vùng sâm được kết nối khá mạch lạc. Tôi có thể xem hành trình, lưu nội dung, chia sẻ và dùng cẩm nang khi cần; trải nghiệm hiện tại đã đủ dùng. Hiện tại tôi không yêu cầu chỉnh sửa."
U05748,35-44,Da Nang_Quang Nam,office_worker,desktop,4g_weak,average,ginseng_products,none,completed,mixed,OFFICIAL_EVENTS_REQUEST,Chờ nguồn chính thức cho lịch sự kiện và cảnh báo chủ động,blocked_external,blocked_by_official_source,evidence-deployed-latest.json#featureChecks,official_travel_alerts,cảnh báo chủ động có đơn vị chịu trách nhiệm,4.7,3.5,3.7,4.2,4.7,4.6,3.7,6,"Thông tin liên hệ cuối trang cụ thể, có điện thoại và email.",Cảnh báo thời tiết hoặc đường đi chủ động chỉ nên bật khi có nguồn chính thức và người chịu trách nhiệm vận hành.,"Tôi muốn tìm hiểu sâm Ngọc Linh và sản vật bằng máy tính với 4G yếu. Tôi thường so sánh kỹ trước khi xin nghỉ phép và có thể xuất phát từ khu vực Đà Nẵng–Quảng Nam. Thông tin liên hệ cuối trang cụ thể, có điện thoại và email. Cảnh báo thời tiết hoặc đường đi chủ động chỉ nên bật khi có nguồn chính thức và người chịu trách nhiệm vận hành. Đề xuất cảnh báo chủ động có đơn vị chịu trách nhiệm chỉ nên triển khai khi có nguồn chính thức và đơn vị chịu trách nhiệm."
U05749,25-34,Da Nang_Quang Nam,trekker,desktop,4g_good,advanced,trip_planning,none,completed,mixed,SATISFIED_NO_CHANGE,"Hài lòng, không yêu cầu chỉnh sửa",satisfied,preference,evidence-deployed-latest.json#featureChecks,no_change,giữ nguyên trải nghiệm hiện tại,5,3.8,5,4.1,3.8,3.9,4.4,7,Bản đồ có nhiều điểm và phần liên hệ cơ quan giúp trang đáng tin hơn.,"Tôi có thể xem hành trình, lưu nội dung, chia sẻ và dùng cẩm nang khi cần; trải nghiệm hiện tại đã đủ dùng.","Tôi vào trang để lên kế hoạch chuyến đi thật trên laptop qua 4G ổn định. Tôi quen kiểm tra độ khó, quãng đường và rủi ro trước khi đi và có thể xuất phát từ khu vực Đà Nẵng–Quảng Nam. Bản đồ có nhiều điểm và phần liên hệ cơ quan giúp trang đáng tin hơn. Tôi có thể xem hành trình, lưu nội dung, chia sẻ và dùng cẩm nang khi cần; trải nghiệm hiện tại đã đủ dùng. Hiện tại tôi không yêu cầu chỉnh sửa."
U05750,18-24,Ha Noi_North,retired_traveler,mobile,wifi,basic,trekking,none,completed,negative,TRIP_INFO_GAPS,"Chờ dữ liệu chính thức về quãng đường, chi phí hoặc lịch nhận khách",blocked_external,blocked_by_official_source,"evidence-deployed-latest.json#pageFacts.headings,anchors",booking_availability,lịch nhận khách và nút đặt/chuyển đầu mối,4.8,3.7,4.6,3.5,3.9,3.5,4.3,5,Trang không bị tràn ngang trên điện thoại và chữ chính nhìn rõ.,"Khối thông tin chuyến đi đã rõ thời lượng, độ khó và từng chặng; tôi vẫn muốn quãng đường khi địa phương xác minh xong.","Tôi quan tâm trekking và an toàn đường rừng bằng điện thoại qua Wi‑Fi. Tôi cần chữ dễ đọc và nhịp tham quan không quá gấp và cần tính thêm chặng dài từ phía Bắc. Trang không bị tràn ngang trên điện thoại và chữ chính nhìn rõ. Khối thông tin chuyến đi đã rõ thời lượng, độ khó và từng chặng; tôi vẫn muốn quãng đường khi địa phương xác minh xong. Đề xuất lịch nhận khách và nút đặt/chuyển đầu mối chỉ nên triển khai khi có nguồn chính thức và đơn vị chịu trách nhiệm."
U05751,45-54,Ha Noi_North,family_trip_planner,mobile,wifi,average,trekking,none,completed,positive,SATISFIED_NO_CHANGE,"Hài lòng, không yêu cầu chỉnh sửa",satisfied,preference,evidence-deployed-latest.json#featureChecks,no_change,giữ nguyên trải nghiệm hiện tại,4.7,4.3,4.6,4.1,3.8,4,5,10,Trang không bị tràn ngang trên điện thoại và chữ chính nhìn rõ.,"Tôi có thể xem hành trình, lưu nội dung, chia sẻ và dùng cẩm nang khi cần; trải nghiệm hiện tại đã đủ dùng.","Tôi quan tâm trekking và an toàn đường rừng ở màn hình nhỏ qua Wi‑Fi. Tôi phải cân nhắc an toàn và sức của cả gia đình và cần tính thêm chặng dài từ phía Bắc. Trang không bị tràn ngang trên điện thoại và chữ chính nhìn rõ. Tôi có thể xem hành trình, lưu nội dung, chia sẻ và dùng cẩm nang khi cần; trải nghiệm hiện tại đã đủ dùng. Hiện tại tôi không yêu cầu chỉnh sửa."
